#   N_BLOCK:  ACCEPTANCE:
           1    0.054928
           2    0.054631
           3   0.0546756
           4   0.0539094
           5   0.0534068
           6   0.0534111
           7   0.0534409
           8   0.0533748
           9   0.0535937
          10   0.0539317
          11   0.0541936
          12   0.0539859
          13   0.0540288
          14   0.0535658
          15   0.0535007
          16   0.0532838
          17   0.0531239
          18   0.0530531
          19   0.0529252
          20   0.0530396
