#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.441423    0.441423           0
           2    0.435774    0.438599   0.0019973
           3    0.436405    0.437867  0.00145929
           4     0.43626    0.437466  0.00114846
           5    0.434545    0.436881  0.00105696
           6    0.430112    0.435753   0.0013552
           7    0.437534    0.436007  0.00118523
           8    0.430179    0.435279  0.00124099
           9    0.435192    0.435269  0.00110314
          10     0.43524    0.435266 0.000992827
          11    0.445995    0.436242  0.00129593
          12    0.434759    0.436118  0.00119381
          13    0.454119    0.437503  0.00172751
          14    0.437957    0.437535  0.00160442
          15     0.43534    0.437389  0.00150412
          16    0.445924    0.437922  0.00150173
          17     0.44167    0.438143  0.00142948
          18    0.437679    0.438117   0.0013503
          19    0.453494    0.438926  0.00150232
          20    0.433631    0.438662  0.00145035
