#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.05098     0.05098           0
           2     0.16076     0.10587   0.0388131
           3     -0.0501     0.05388   0.0497143
           4    -0.66252    -0.12522    0.159524
           5     -0.2861   -0.157396    0.130824
           6     0.01308   -0.128983    0.112063
           7    -0.15348   -0.132483   0.0961084
           8    -0.50308   -0.178808   0.0946027
           9    -0.94032    -0.26342     0.11591
          10     0.35722   -0.201356    0.119788
          11     -0.0699   -0.189405    0.109493
          12     0.33898   -0.145373    0.108863
          13    -0.37222   -0.162823    0.101878
          14     0.50774   -0.114926    0.105259
          15    -0.09848   -0.113829   0.0982479
          16     0.33972  -0.0854825   0.0961098
          17    -0.06324  -0.0841741   0.0904652
          18     -0.1322  -0.0868422   0.0854787
          19     0.99536  -0.0298842   0.0981387
          20      0.7459    0.008905    0.100606
