#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.805025   -0.805025           0
           2   -0.804026   -0.804526 0.000352988
           3   -0.805434   -0.804829 0.000341404
           4   -0.803959   -0.804611 0.000317787
           5   -0.803786   -0.804446 0.000294014
           6   -0.804881   -0.804519 0.000253782
           7   -0.806954   -0.804866 0.000388641
           8   -0.805666   -0.804966 0.000352667
           9   -0.804718   -0.804939 0.000314563
          10   -0.804964   -0.804941 0.000283117
          11   -0.804467   -0.804898 0.000260637
          12   -0.803384   -0.804772 0.000267722
          13   -0.805048   -0.804793 0.000247969
          14   -0.805401   -0.804837 0.000234025
          15   -0.804142    -0.80479 0.000222962
          16   -0.804365   -0.804764 0.000210606
          17   -0.804406   -0.804743 0.000199264
          18   -0.803938   -0.804698 0.000193147
          19   -0.803198   -0.804619 0.000198452
          20   -0.802719   -0.804524 0.000210036
