#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.395841    0.395841           0
           2    0.398282    0.397061 0.000863176
           3    0.396688    0.396937 0.000584336
           4    0.397225    0.397009 0.000442665
           5    0.395989    0.396805 0.000398392
           6    0.398088    0.397019  0.00038512
           7    0.397426    0.397077 0.000334473
           8    0.399616    0.397394 0.000416902
           9    0.399907    0.397674 0.000454521
          10    0.395544    0.397461 0.000456222
          11    0.402044    0.397877 0.000574316
          12    0.397605    0.397855 0.000526904
          13    0.393742    0.397538 0.000573521
          14    0.395165    0.397369 0.000557051
          15    0.395111    0.397218 0.000539859
          16    0.402117    0.397524 0.000586554
          17    0.395742     0.39742 0.000561346
          18    0.392559     0.39715 0.000591554
          19    0.391533    0.396854  0.00062997
          20    0.398663    0.396944 0.000604929
