#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.720903   -0.720903           0
           2   -0.720598    -0.72075 0.000108046
           3   -0.720113   -0.720538 0.000187888
           4   -0.720458   -0.720518 0.000141963
           5   -0.720214   -0.720457 0.000125888
           6   -0.721497   -0.720631 0.000189787
           7    -0.72127   -0.720722 0.000183323
           8   -0.720762   -0.720727 0.000160478
           9   -0.721702   -0.720835 0.000175473
          10   -0.720553   -0.720807 0.000160184
          11   -0.719324   -0.720672 0.000194242
          12   -0.719686    -0.72059  0.00019468
          13   -0.720106   -0.720553 0.000183236
          14   -0.720146   -0.720524  0.00017244
          15   -0.719826   -0.720477 0.000167106
          16   -0.718886   -0.720378 0.000183899
          17   -0.720881   -0.720407 0.000175447
          18    -0.72151   -0.720468 0.000176064
          19   -0.721063     -0.7205 0.000169557
          20   -0.720783   -0.720514  0.00016167
