#   N_BLOCK:  ACCEPTANCE:
           1    0.263126
           2    0.263091
           3    0.263583
           4    0.263714
           5     0.26377
           6    0.263783
           7    0.263606
           8    0.263565
           9    0.263687
          10     0.26361
          11    0.263479
          12    0.263454
          13     0.26351
          14    0.263393
          15    0.263318
          16    0.263137
          17    0.262998
          18    0.263188
          19    0.263319
          20    0.263273
