#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.408384    0.408384           0
           2    0.406688    0.407536 0.000599659
           3    0.401327    0.405466  0.00173631
           4    0.410093    0.406623  0.00164291
           5    0.409277    0.407154  0.00139745
           6    0.400649     0.40607  0.00152829
           7     0.41175    0.406881   0.0015101
           8    0.396774    0.405618  0.00177272
           9    0.412227    0.406352  0.00172114
          10    0.408081    0.406525  0.00155769
          11    0.406678    0.406539  0.00141614
          12    0.405038    0.406414  0.00130364
          13    0.409203    0.406628  0.00122089
          14    0.411668    0.406988  0.00118556
          15    0.432133    0.408665  0.00196138
          16    0.403174    0.408321  0.00186857
          17    0.403007    0.408009  0.00178461
          18    0.404113    0.407792  0.00169854
          19    0.411828    0.408005  0.00162237
          20    0.408269    0.408018  0.00154131
