#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.373988    0.373988           0
           2     0.37399    0.373989 4.92298e-07
           3    0.371078    0.373019 0.000792227
           4    0.368284    0.371835  0.00118486
           5    0.363433    0.370155  0.00177692
           6    0.373008     0.37063   0.0015431
           7    0.364599    0.369769  0.00154456
           8    0.373795    0.370272  0.00143114
           9    0.366404    0.369842  0.00133508
          10    0.370839    0.369942  0.00120529
          11    0.370405    0.369984  0.00109645
          12    0.369461     0.36994  0.00100595
          13    0.369385    0.369898 0.000929475
          14    0.364854    0.369537  0.00093029
          15    0.369612    0.369542 0.000868284
          16    0.373032    0.369761 0.000840964
          17    0.379768    0.370349 0.000976007
          18    0.369307    0.370291 0.000923501
          19    0.372068    0.370385 0.000879619
          20    0.378861    0.370809 0.000932167
