#   N_BLOCK:  ACCEPTANCE:
           1      0.4372
           2    0.437066
           3    0.437146
           4    0.437232
           5    0.437261
           6    0.437274
           7    0.437235
           8    0.437299
           9    0.437333
          10     0.43743
          11     0.43745
          12    0.437551
          13    0.437448
          14    0.437409
          15    0.437416
          16    0.437309
          17    0.437282
          18    0.437261
          19    0.437265
          20    0.437242
