#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.445995    0.445995           0
           2    0.434759    0.440377  0.00397247
           3    0.454119    0.444958  0.00458286
           4    0.437957    0.443208  0.00375647
           5     0.43534    0.441634  0.00331843
           6    0.445924    0.442349  0.00284133
           7     0.44167    0.442252  0.00243708
           8    0.437679     0.44168  0.00219845
           9    0.453494    0.442993  0.00231311
          10    0.433631    0.442057  0.00226335
          11    0.444776    0.442304  0.00207105
          12    0.438843    0.442016  0.00191844
          13    0.430946    0.441164   0.0019507
          14    0.446991     0.44158  0.00185524
          15    0.434917    0.441136  0.00178395
          16    0.444258    0.441331  0.00168309
          17     0.44443    0.441514  0.00159393
          18    0.432722    0.441025  0.00157844
          19    0.450621     0.44153  0.00157409
          20    0.437971    0.441352  0.00150541
