#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.398076    0.398076           0
           2    0.384483     0.39128  0.00480602
           3    0.384188    0.388916  0.00374047
           4      0.3876    0.388587  0.00281977
           5    0.385054     0.38788  0.00234267
           6    0.377738     0.38619  0.00248849
           7    0.382453    0.385656   0.0021895
           8    0.388296    0.385986  0.00194053
           9    0.391888    0.386642  0.00183238
          10    0.386434    0.386621  0.00164926
          11    0.380277    0.386044    0.001597
          12    0.389239    0.386311  0.00148595
          13    0.395319    0.387004  0.00152467
          14    0.397092    0.387724  0.00157688
          15    0.386277    0.387628   0.0014747
          16     0.39393    0.388022  0.00143418
          17    0.393303    0.388332  0.00138305
          18    0.390811     0.38847  0.00131305
          19    0.374945    0.387758  0.00142389
          20    0.382584    0.387499    0.001376
