#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.296999    0.296999           0
           2    0.298922    0.297961 0.000679703
           3     0.29614    0.297354 0.000671396
           4     0.29772    0.297445 0.000509768
           5    0.296355    0.297227 0.000452077
           6    0.295637    0.296962 0.000447745
           7    0.293821    0.296513 0.000565593
           8     0.29661    0.296526 0.000495023
           9    0.297059    0.296585 0.000443555
          10    0.295306    0.296457 0.000417233
          11    0.298852    0.296675 0.000432388
          12    0.295981    0.296617   0.0004002
          13    0.301419    0.296986 0.000512267
          14    0.296138    0.296926 0.000479248
          15    0.295326    0.296819 0.000459012
          16    0.294542    0.296677 0.000451848
          17    0.293932    0.296515 0.000453187
          18    0.295319    0.296449 0.000432859
          19    0.294532    0.296348 0.000421667
          20    0.298608    0.296461 0.000415449
