#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.63064     2.63064           0
           2     2.63559     2.63311  0.00174967
           3     2.57648     2.61424   0.0154557
           4     2.56309     2.60145   0.0160303
           5     2.61713     2.60459   0.0131276
           6     2.61898     2.60699   0.0111568
           7     2.58001     2.60313    0.010207
           8      2.6205      2.6053  0.00915903
           9     2.63738     2.60887  0.00880738
          10     2.58278     2.60626  0.00830405
          11     2.59946     2.60564  0.00757211
          12     2.58475      2.6039  0.00713832
          13     2.56337     2.60078  0.00723793
          14     2.59234     2.60018  0.00674601
          15     2.59033     2.59952  0.00632816
          16     2.60237      2.5997  0.00593515
          17     2.60694     2.60013   0.0056013
          18     2.62575     2.60155  0.00546797
          19     2.54716     2.59869  0.00588201
          20     2.61611     2.59956  0.00565204
