#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.584735   -0.584735           0
           2    -0.58425   -0.584492  0.00017153
           3   -0.583929   -0.584305 0.000191218
           4   -0.584602   -0.584379 0.000157244
           5   -0.585579   -0.584619 0.000248782
           6   -0.583696   -0.584465 0.000250365
           7   -0.584329   -0.584446 0.000215351
           8   -0.584703   -0.584478 0.000190808
           9    -0.58479   -0.584513 0.000172733
          10   -0.584183    -0.58448 0.000158566
          11   -0.585008   -0.584528 0.000151256
          12   -0.583956    -0.58448 0.000145962
          13   -0.583071   -0.584372 0.000170304
          14   -0.585307   -0.584438  0.00017075
          15   -0.584049   -0.584413 0.000161332
          16   -0.583951   -0.584384 0.000153809
          17   -0.585096   -0.584426 0.000150358
          18   -0.584199   -0.584413 0.000142531
          19   -0.584081   -0.584395 0.000136096
          20   -0.584092    -0.58438 0.000130136
