#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.016444   -0.016444           0
           2    0.015138   -0.000653   0.0111659
           3    -0.00417 -0.00182533  0.00750524
           4   -0.012676   -0.004538  0.00609949
           5    0.014104  -0.0008096  0.00591026
           6   -0.000534-0.000763667   0.0049254
           7   -0.007606 -0.00174114  0.00431767
           8   -0.004282 -0.00205875  0.00378963
           9    0.008244   -0.000914  0.00353723
          10   -0.005304   -0.001353  0.00321064
          11    0.009618-0.000355636  0.00306977
          12    -0.00195  -0.0004885  0.00281683
          13   -0.000202-0.000466462  0.00260023
          14   -0.013488 -0.00139657  0.00257549
          15    0.007058-0.000832933  0.00246469
          16   -0.007974 -0.00127925  0.00235071
          17    0.003732-0.000984471  0.00223084
          18   -0.006096 -0.00126844   0.0021249
          19    0.003384 -0.00102358  0.00202712
          20    0.025332   0.0002942   0.0023148
