#   N_BLOCK:  ACCEPTANCE:
           1    0.324599
           2    0.324625
           3    0.324864
           4    0.325031
           5    0.324962
           6    0.324847
           7    0.324755
           8    0.324593
           9    0.324819
          10    0.324814
          11      0.3249
          12    0.324858
          13    0.324833
          14    0.324805
          15    0.324851
          16    0.324772
          17    0.324754
          18    0.324842
          19    0.324791
          20    0.324662
