#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.35481     0.35481           0
           2    0.366465    0.360637  0.00412072
           3    0.369555     0.36361  0.00366562
           4    0.372974    0.365951  0.00341597
           5    0.364377    0.365636  0.00274724
           6    0.374199    0.367063   0.0026341
           7    0.365626    0.366858  0.00226578
           8     0.36302    0.366378  0.00203272
           9    0.355361    0.365154    0.002144
          10    0.366214     0.36526  0.00193222
          11    0.371488    0.365826  0.00183764
          12      0.3519    0.364666  0.00201797
          13    0.362199    0.364476  0.00187164
          14    0.361992    0.364299  0.00174634
          15     0.36611    0.364419  0.00163409
          16    0.366522    0.364551  0.00153723
          17    0.366528    0.364667   0.0014512
          18    0.372724    0.365115  0.00143795
          19    0.371358    0.365443  0.00139931
          20    0.374898    0.365916  0.00140692
