#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.65258    -0.65258           0
           2   -0.656056   -0.654318  0.00122895
           3   -0.653424    -0.65402 0.000854668
           4   -0.651328   -0.653347 0.000866359
           5   -0.651812    -0.65304   0.0007455
           6   -0.654404   -0.653267 0.000654995
           7   -0.655044   -0.653521 0.000608616
           8   -0.654848   -0.653687 0.000554678
           9     -0.6512   -0.653411 0.000557648
          10   -0.652584   -0.653328 0.000507974
          11   -0.656812   -0.653645  0.00055177
          12   -0.655392    -0.65379  0.00052465
          13   -0.654892   -0.653875 0.000491088
          14    -0.65514   -0.653965 0.000464248
          15    -0.65128   -0.653786 0.000466542
          16   -0.654196   -0.653812 0.000438085
          17   -0.654536   -0.653855  0.00041438
          18   -0.654664     -0.6539 0.000393791
          19   -0.651768   -0.653787 0.000388718
          20     -0.6535   -0.653773 0.000369547
