#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.35476     0.35476           0
           2    0.339535    0.347148  0.00538291
           3     0.35993    0.351409  0.00499815
           4    0.350849    0.351269  0.00375057
           5     0.34418    0.349851  0.00325744
           6    0.354918    0.350696   0.0028219
           7    0.336199    0.348625  0.00308654
           8    0.349834    0.348776  0.00270442
           9    0.354336    0.349394  0.00247349
          10    0.352335    0.349688  0.00224356
          11    0.347292     0.34947  0.00205014
          12    0.352672    0.349737  0.00189659
          13    0.347275    0.349547  0.00176012
          14    0.355681    0.349986  0.00168804
          15    0.344926    0.349648  0.00160885
          16    0.356682    0.350088  0.00156721
          17    0.344724    0.349772  0.00150645
          18    0.357598    0.350207  0.00148417
          19    0.342844     0.34982  0.00145577
          20    0.355141    0.350086  0.00140709
