#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.348101    0.348101           0
           2    0.349678     0.34889 0.000557672
           3    0.350279    0.349353  0.00053022
           4    0.348058    0.349029 0.000486527
           5    0.350798    0.349383 0.000501641
           6    0.347285    0.349033 0.000525936
           7     0.34765    0.348836 0.000486498
           8    0.349701    0.348944 0.000437545
           9    0.350187    0.349082 0.000410159
          10    0.351161     0.34929 0.000418504
          11    0.347405    0.349119 0.000414063
          12    0.350601    0.349242 0.000397549
          13    0.352322    0.349479  0.00043183
          14    0.348885    0.349437 0.000403064
          15    0.351004    0.349541 0.000389501
          16    0.350126    0.349578 0.000366869
          17    0.351688    0.349702 0.000365689
          18    0.347599    0.349585 0.000363546
          19    0.352673    0.349747 0.000379001
          20    0.348176    0.349669 0.000368109
