#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.75222     3.75222           0
           2     3.76247     3.75734  0.00362365
           3     3.74075     3.75181  0.00512141
           4     3.74671     3.75054  0.00399689
           5      3.6822     3.73687   0.0126366
           6       3.743     3.73789   0.0105717
           7     3.72434     3.73596  0.00923707
           8     3.73877     3.73631  0.00808913
           9     3.75642     3.73854  0.00749277
          10     3.77509      3.7422  0.00758248
          11      3.6875     3.73722   0.0083663
          12     3.68024     3.73248  0.00891528
          13     3.77243     3.73555  0.00874322
          14     3.69493     3.73265  0.00858655
          15     3.72064     3.73185  0.00805131
          16     3.77327     3.73444  0.00795349
          17     3.74988     3.73534  0.00753732
          18      3.7482     3.73606  0.00715233
          19     3.69585     3.73394  0.00708201
          20     3.74896     3.73469  0.00676762
