#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.077724    0.077724           0
           2   0.0728156   0.0752698  0.00173538
           3   0.0734012   0.0746469  0.00126377
           4   0.0702948   0.0735589   0.0013365
           5   0.0648436   0.0718158  0.00189045
           6    0.067128   0.0710345  0.00172931
           7    0.066126   0.0703333   0.0016182
           8   0.0707924   0.0703907  0.00141694
           9   0.0753108   0.0709374  0.00136088
          10   0.0718428   0.0710279   0.0012278
          11   0.0642452   0.0704113  0.00126155
          12   0.0619544   0.0697066  0.00133887
          13   0.0695604   0.0696953  0.00123593
          14   0.0654624    0.069393  0.00118406
          15   0.0669988   0.0692334  0.00111582
          16   0.0736516   0.0695095  0.00107971
          17   0.0657636   0.0692892  0.00103844
          18   0.0689328   0.0692694  0.00098094
          19   0.0739824   0.0695174 0.000960163
          20    0.070668   0.0695749 0.000913876
