#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     4.66717     4.66717           0
           2      4.8419     4.75454   0.0617764
           3     4.69402     4.73436   0.0443556
           4      4.6789      4.7205   0.0353676
           5     4.67245     4.71089   0.0295709
           6     4.74982     4.71738   0.0253442
           7     4.68909     4.71334   0.0220435
           8     4.67558     4.70862   0.0197868
           9     4.62302     4.69911   0.0197423
          10     4.72343     4.70154   0.0179172
          11     4.69721     4.70114   0.0162927
          12     4.72389     4.70304   0.0150448
          13      4.7012      4.7029   0.0138882
          14     4.71582     4.70382   0.0129268
          15     4.69347     4.70313   0.0120835
          16     4.68404     4.70194    0.011387
          17     4.70349     4.70203   0.0107175
          18     4.69523     4.70165   0.0101288
          19     4.73001     4.70314  0.00970501
          20     4.59083     4.69753    0.010722
