#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     4.24332     4.24332           0
           2      4.6729     4.45811    0.151879
           3     4.79954     4.57192    0.137431
           4     4.23172     4.48687    0.126686
           5     4.29958     4.44941    0.106743
           6     4.74122     4.49805   0.0994163
           7      4.4702     4.49407   0.0852935
           8      4.5646     4.50288   0.0750861
           9     4.22774     4.47231    0.072701
          10     4.47164     4.47225   0.0654309
          11     3.99654       4.429   0.0723767
          12      4.3699     4.42407   0.0665127
          13     4.34574     4.41805   0.0616686
          14     4.52668     4.42581   0.0577498
          15      4.7184     4.44531   0.0570992
          16     4.34238     4.43888   0.0538917
          17      4.1759     4.42341   0.0528952
          18     4.42346     4.42341   0.0499566
          19     4.43856     4.42421   0.0473337
          20     4.45456     4.42573   0.0449913
