#   N_BLOCK:  ACCEPTANCE:
           1    0.173062
           2    0.172658
           3    0.173162
           4    0.173502
           5    0.173515
           6    0.173543
           7    0.173525
           8    0.173287
           9     0.17351
          10    0.173597
          11    0.173404
          12    0.173376
          13    0.173441
          14     0.17345
          15    0.173538
          16    0.173501
          17    0.173529
          18    0.173703
          19    0.173769
          20    0.173644
