#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.197978    0.197978           0
           2    0.196448    0.197213 0.000540848
           3    0.197598    0.197341 0.000375503
           4    0.197465    0.197372 0.000282895
           5    0.197642    0.197426 0.000231407
           6    0.195853    0.197164 0.000307353
           7    0.195321    0.196901 0.000358949
           8    0.197177    0.196935 0.000315741
           9    0.198034    0.197057 0.000303356
          10    0.197622    0.197114 0.000278229
          11    0.196394    0.197048 0.000260521
          12    0.195354    0.196907 0.000274409
          13    0.197211    0.196931 0.000254294
          14    0.195717    0.196844  0.00025046
          15    0.197274    0.196873 0.000235397
          16    0.197935    0.196939 0.000229857
          17    0.198531    0.197033 0.000234646
          18    0.198046    0.197089 0.000228267
          19    0.197067    0.197088 0.000216256
          20    0.196747    0.197071 0.000206115
