#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.670468   -0.670468           0
           2    -0.67358   -0.672024  0.00110026
           3    -0.67088   -0.671643 0.000796852
           4    -0.67084   -0.671442 0.000622393
           5   -0.669616   -0.671077 0.000595496
           6   -0.671728   -0.671185 0.000506041
           7   -0.672516   -0.671375 0.000468094
           8    -0.67326   -0.671611 0.000465097
           9   -0.670396   -0.671476 0.000432568
          10   -0.671328   -0.671461 0.000389565
          11   -0.674272   -0.671717 0.000429861
          12   -0.672488   -0.671781 0.000398815
          13   -0.672472   -0.671834 0.000371662
          14   -0.672968   -0.671915 0.000353829
          15   -0.669684   -0.671766  0.00036015
          16   -0.673156   -0.671853 0.000347955
          17   -0.673104   -0.671927 0.000335176
          18   -0.673988   -0.672041 0.000335546
          19    -0.66908   -0.671885 0.000352228
          20   -0.671248   -0.671854 0.000336056
