#   N_BLOCK:  ACCEPTANCE:
           1    0.299268
           2    0.299235
           3    0.299285
           4    0.299399
           5    0.299209
           6    0.299019
           7    0.298881
           8    0.298621
           9    0.298828
          10    0.298593
          11    0.298556
          12    0.298541
          13    0.298653
          14    0.298634
          15    0.298678
          16    0.298664
          17    0.298644
          18    0.298726
          19    0.298807
          20    0.298637
