#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     3.21226     3.21226           0
           2     3.09772     3.15499    0.040496
           3     3.47802     3.26267   0.0919694
           4     3.27312     3.26528   0.0690142
           5     3.34994     3.28221   0.0572507
           6     3.68258     3.34894   0.0773735
           7     3.28818     3.34026   0.0668053
           8     3.44664     3.35356   0.0597634
           9     3.69912     3.39195   0.0642844
          10      3.5334      3.4061   0.0593918
          11     3.66554     3.42968   0.0584885
          12      3.3521     3.42322   0.0539706
          13     3.63208     3.43928   0.0521556
          14     3.48724     3.44271   0.0485425
          15     3.53286     3.44872   0.0456769
          16     3.62122      3.4595   0.0440761
          17     3.95556     3.48868    0.050222
          18     3.64836     3.49755    0.048209
          19      3.1748     3.48057   0.0485724
          20     3.84578     3.49883   0.0494573
