#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.649181   -0.649181           0
           2   -0.649014   -0.649098 5.89077e-05
           3   -0.648506   -0.648901 0.000165624
           4   -0.648532   -0.648809 0.000147584
           5   -0.647289   -0.648505  0.00029639
           6   -0.649572   -0.648683 0.000295621
           7    -0.64976   -0.648836 0.000290719
           8   -0.648553   -0.648801 0.000256528
           9   -0.649488   -0.648877 0.000239126
          10   -0.649609   -0.648951 0.000226115
          11   -0.648192   -0.648882 0.000215823
          12   -0.647374   -0.648756 0.000231547
          13   -0.648472   -0.648734 0.000214763
          14   -0.648921   -0.648747 0.000199839
          15   -0.648692   -0.648744 0.000186551
          16   -0.648344   -0.648719 0.000176559
          17   -0.650418   -0.648819 0.000192406
          18   -0.648849    -0.64882 0.000181724
          19   -0.647758   -0.648764 0.000180558
          20   -0.648803   -0.648766  0.00017154
