#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.347405    0.347405           0
           2    0.350601    0.349003  0.00112987
           3    0.352322    0.350109  0.00117622
           4    0.348885    0.349803 0.000921118
           5    0.351004    0.350043 0.000767563
           6    0.350126    0.350057  0.00063976
           7    0.351688     0.35029 0.000589266
           8    0.347599    0.349954 0.000604007
           9    0.352673    0.350256 0.000607777
          10    0.348176    0.350048 0.000581508
          11    0.355621    0.350554 0.000716118
          12    0.348632    0.350394 0.000674121
          13    0.350296    0.350387 0.000622308
          14    0.350091    0.350366 0.000578217
          15    0.352079     0.35048 0.000550838
          16    0.349534    0.350421  0.00051957
          17    0.350984    0.350454 0.000490062
          18    0.349644    0.350409 0.000464896
          19     0.34859    0.350313 0.000450175
          20    0.348884    0.350242 0.000433304
