#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.271613    0.271613           0
           2    0.278805    0.275209  0.00254279
           3    0.304217    0.284878  0.00807494
           4    0.246994    0.275407   0.0101958
           5    0.286384    0.277603  0.00838964
           6    0.264818    0.275472  0.00725692
           7    0.303489    0.279474  0.00724029
           8    0.232842    0.273645  0.00835861
           9    0.213669    0.266981  0.00973028
          10     0.25179    0.265462  0.00887504
          11    0.266406    0.265548  0.00806864
          12    0.353327    0.272863   0.0101859
          13    0.261802    0.272012  0.00943786
          14    0.295945    0.273721  0.00891721
          15    0.265757     0.27319  0.00833852
          16    0.249341      0.2717  0.00794948
          17    0.258055    0.270897  0.00752227
          18    0.280254    0.271417  0.00712231
          19    0.221337    0.268781   0.0072187
          20    0.275584    0.269121  0.00686578
