#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.93902     1.93902           0
           2     1.88922     1.91412   0.0176057
           3     1.93367     1.92063   0.0128868
           4     1.88454     1.91161   0.0124284
           5     1.88649     1.90659   0.0109115
           6     1.95376     1.91445   0.0115839
           7     1.90297     1.91281   0.0100444
           8     1.90746     1.91214  0.00881105
           9     1.93956     1.91519  0.00834209
          10     1.97472     1.92114  0.00939515
          11     1.91664     1.92073  0.00854993
          12     1.90407     1.91934  0.00794933
          13     1.97858      1.9239  0.00854442
          14      1.9523     1.92593  0.00817131
          15     1.95084     1.92759  0.00779345
          16     1.89128     1.92532  0.00762958
          17     2.01641     1.93068  0.00886494
          18     1.87941     1.92783  0.00881819
          19      1.9421     1.92858  0.00838601
          20     1.87473     1.92589  0.00838777
