#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.411855    0.411855           0
           2    0.401042    0.406449  0.00382297
           3    0.402088    0.404995  0.00281148
           4    0.405354    0.405085  0.00211004
           5    0.399423    0.403952  0.00196857
           6    0.392878    0.402107  0.00235162
           7    0.400933    0.401939  0.00202165
           8    0.401428    0.401875  0.00176995
           9    0.411254    0.402917  0.00185487
          10    0.408628    0.403488  0.00175509
          11    0.398405    0.403026  0.00165526
          12    0.405502    0.403233  0.00153013
          13    0.424512    0.404869  0.00211379
          14    0.405484    0.404913  0.00196326
          15    0.397225    0.404401   0.0018981
          16    0.407734    0.404609  0.00179087
          17    0.411565    0.405018  0.00173163
          18    0.416139    0.405636  0.00174216
          19    0.398614    0.405266  0.00168922
          20    0.402884    0.405147  0.00160895
