#   N_BLOCK:  ACCEPTANCE:
           1    0.440371
           2    0.440193
           3    0.440202
           4    0.440273
           5    0.440331
           6    0.440318
           7    0.440326
           8    0.440309
           9    0.440281
          10    0.440397
          11    0.440382
          12    0.440508
          13    0.440401
          14     0.44034
          15    0.440321
          16    0.440234
          17    0.440217
          18    0.440213
          19    0.440255
          20     0.44021
