#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.613999   -0.613999           0
           2    -0.61273   -0.613365 0.000448589
           3   -0.612954   -0.613228 0.000319314
           4   -0.613901   -0.613396 0.000280336
           5   -0.613402   -0.613397 0.000224272
           6   -0.611226   -0.613035 0.000379499
           7   -0.613969   -0.613169  0.00034792
           8   -0.613878   -0.613257  0.00031551
           9   -0.613078   -0.613238 0.000281079
          10   -0.613138   -0.613228 0.000253149
          11    -0.61244   -0.613156 0.000240046
          12   -0.612992   -0.613142  0.00022043
          13   -0.613579   -0.613176  0.00020602
          14   -0.614287   -0.613255 0.000206031
          15   -0.612931   -0.613234 0.000193425
          16   -0.613615   -0.613258   0.0001828
          17   -0.612308   -0.613202 0.000180378
          18   -0.612539   -0.613165 0.000174071
          19   -0.613225   -0.613168 0.000164938
          20   -0.613239   -0.613172 0.000156729
