#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.02352     0.02352           0
           2    -0.06766    -0.02207    0.032237
           3    -0.04108  -0.0284067   0.0221053
           4    -0.14594    -0.05779    0.030371
           5    -0.09296   -0.064824   0.0250981
           6      0.2936 -0.00508667   0.0584058
           7    -0.09226    -0.01754   0.0513726
           8     -0.1016  -0.0280475    0.046013
           9    -0.17746  -0.0446489   0.0437931
          10     -0.3462   -0.074804   0.0487016
          11    -0.01076  -0.0689818   0.0446208
          12    -0.19476  -0.0794633   0.0421155
          13     0.15822    -0.06118   0.0426602
          14    -0.15352  -0.0677757   0.0401197
          15     -0.1725  -0.0747573   0.0380477
          16    -0.18942  -0.0819237   0.0363384
          17    -0.04026  -0.0794729   0.0342834
          18     0.03896  -0.0728933   0.0330041
          19    -0.38938  -0.0895505   0.0352205
          20    -0.10264   -0.090205   0.0334656
