#   N_BLOCK:  ACCEPTANCE:
           1    0.181535
           2    0.181537
           3    0.182028
           4    0.182091
           5    0.182016
           6    0.182153
           7    0.181938
           8    0.181935
           9    0.181998
          10    0.182285
          11    0.182191
          12    0.182355
          13    0.182256
          14    0.182303
          15    0.182262
          16    0.182269
          17    0.182378
          18     0.18245
          19    0.182436
          20    0.182384
