#   N_BLOCK:  ACCEPTANCE:
           1    0.406525
           2    0.406418
           3    0.406489
           4    0.406581
           5    0.406327
           6     0.40625
           7    0.406261
           8    0.406231
           9    0.406311
          10    0.406404
          11    0.406336
          12    0.406394
          13    0.406276
          14    0.406241
          15    0.406276
          16    0.406249
          17    0.406181
          18    0.406141
          19    0.406092
          20    0.406016
