#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.762562   -0.762562           0
           2    -0.76129   -0.761926 0.000449437
           3   -0.762492   -0.762115 0.000336905
           4   -0.762071   -0.762104 0.000252854
           5   -0.762154   -0.762114 0.000202486
           6   -0.761729    -0.76205 0.000178622
           7   -0.761582   -0.761983  0.00016515
           8   -0.761583   -0.761933 0.000151874
           9   -0.761612   -0.761897 0.000139122
          10   -0.761805   -0.761888 0.000125516
          11   -0.761262   -0.761831 0.000126365
          12   -0.761512   -0.761804 0.000118599
          13   -0.760903   -0.761735 0.000128147
          14   -0.761493   -0.761718 0.000120157
          15   -0.762528   -0.761772 0.000123691
          16   -0.760961   -0.761721  0.00012592
          17   -0.762369   -0.761759 0.000124142
          18   -0.762316    -0.76179 0.000121037
          19   -0.760834    -0.76174 0.000124699
          20   -0.761933   -0.761749 0.000118837
