#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.420542    0.420542           0
           2    0.417994    0.419268 0.000901125
           3    0.421139    0.419892 0.000787562
           4    0.423776    0.420863  0.00102768
           5    0.419874    0.420665 0.000840968
           6    0.421876    0.420867 0.000724633
           7    0.417888    0.420441 0.000735543
           8    0.419001    0.420261 0.000665264
           9    0.420289    0.420264 0.000591353
          10    0.422026     0.42044  0.00055784
          11    0.423412    0.420711 0.000568773
          12    0.416628     0.42037 0.000614758
          13    0.427463    0.420916 0.000772532
          14    0.425021    0.421209 0.000771001
          15    0.422874     0.42132 0.000727546
          16    0.419413    0.421201  0.00069177
          17    0.420836     0.42118  0.00065141
          18    0.417393    0.420969 0.000648305
          19    0.425392    0.421202 0.000654651
          20    0.422072    0.421245 0.000623363
