#   N_BLOCK:  ACCEPTANCE:
           1    0.373562
           2    0.373597
           3    0.373714
           4    0.373784
           5    0.373736
           6    0.373763
           7    0.373665
           8    0.373617
           9    0.373884
          10     0.37399
          11    0.374137
          12    0.374124
          13    0.374036
          14    0.374033
          15    0.374082
          16    0.373992
          17    0.373947
          18    0.373948
          19    0.373918
          20     0.37378
