#   N_BLOCK:  ACCEPTANCE:
           1   0.0713728
           2   0.0713081
           3   0.0717243
           4   0.0717769
           5   0.0716275
           6   0.0715233
           7   0.0712238
           8   0.0713498
           9   0.0716557
          10   0.0720206
          11   0.0721741
          12   0.0719636
          13   0.0716218
          14   0.0714073
          15   0.0713426
          16   0.0712391
          17   0.0712128
          18   0.0711777
          19   0.0710685
          20   0.0710145
