#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     6.16371     6.16371           0
           2     6.51595     6.33983    0.124536
           3     6.32734     6.33567   0.0830935
           4     6.40931     6.35408   0.0643275
           5     6.35559     6.35438   0.0514627
           6     6.30007     6.34533   0.0436744
           7     6.19201     6.32343   0.0425742
           8     6.46403       6.341   0.0407188
           9     6.28686     6.33499   0.0366363
          10     6.67466     6.36895   0.0461045
          11     6.32571     6.36502   0.0420804
          12      6.3248     6.36167    0.038707
          13     6.61123     6.38087   0.0402091
          14     6.33026     6.37725   0.0374991
          15     6.56953     6.39007   0.0371256
          16     6.57139      6.4014   0.0364938
          17     6.33691     6.39761   0.0345437
          18     6.21709     6.38758   0.0340494
          19     6.25176     6.38043   0.0329992
          20     6.51811     6.38732   0.0320592
