#   N_BLOCK:  ACCEPTANCE:
           1     0.26456
           2    0.264566
           3    0.264724
           4    0.264798
           5    0.264729
           6    0.264833
           7    0.264875
           8    0.264726
           9    0.264908
          10    0.264834
          11    0.264787
          12    0.264689
          13    0.264677
          14    0.264671
          15     0.26468
          16     0.26472
          17    0.264752
          18    0.264786
          19    0.264838
          20    0.264645
