#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.578518    0.578518           0
           2    0.524548    0.551533   0.0190813
           3    0.589558    0.564208   0.0163989
           4    0.398714    0.522834   0.0378826
           5     0.51731     0.52173   0.0303222
           6     0.45951     0.51136   0.0269835
           7     0.61115    0.525615   0.0266296
           8    0.537832    0.527143   0.0233446
           9     0.56647    0.531512   0.0211558
          10    0.458298    0.524191   0.0202675
          11    0.530476    0.524762   0.0184331
          12    0.541476    0.526155   0.0169495
          13    0.562784    0.528973   0.0158782
          14    0.470832     0.52482   0.0152775
          15    0.513888    0.524091   0.0142763
          16     0.52265    0.524001   0.0133843
          17    0.510308    0.523195   0.0126212
          18    0.529458    0.523543   0.0119249
          19    0.632422    0.529274   0.0125991
          20    0.613812    0.533501   0.0126584
