#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.006398   -0.006398           0
           2   -0.039374   -0.022886   0.0116588
           3    0.056758    0.003662   0.0230277
           4   -0.016488  -0.0013755   0.0178133
           5   -0.003238   -0.001748   0.0142545
           6   -0.026928 -0.00594467   0.0124813
           7    0.018792 -0.00241086   0.0111873
           8     0.01005 -0.00085325  0.00989672
           9    0.019296  0.00138556  0.00904677
          10   -0.004924   0.0007546  0.00816407
          11   -0.010432-0.000262364  0.00748495
          12   -0.025106 -0.00233267  0.00714179
          13   -0.024932 -0.00407108  0.00680071
          14    -0.03034 -0.00594743  0.00656869
          15   -0.004124 -0.00582587   0.0061319
          16    0.003284  -0.0052565  0.00577503
          17   -0.020322 -0.00614271   0.0055029
          18    0.011742 -0.00514911  0.00528612
          19    0.028706 -0.00336726  0.00529972
          20    0.023552  -0.0020213  0.00520284
