#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    0.711111    0.711111           0
           2     1.11111    0.911111    0.141421
           3     2.17778     1.33333    0.357403
           4         1.6         1.4    0.274199
           5     2.84444     1.68889    0.338945
           6    0.177778     1.43704    0.364195
           7    0.177778     1.25714    0.353818
           8    0.177778     1.12222    0.334327
           9         3.6     1.39753    0.394574
          10     2.84444     1.54222    0.380723
          11     2.17778         1.6    0.350469
          12    0.177778     1.48148    0.340714
          13           0     1.36752    0.333019
          14           0     1.26984     0.32324
          15   0.0444444     1.18815    0.311843
          16         3.6     1.33889    0.326761
          17         1.6     1.35425    0.307901
          18     4.44444     1.52593    0.335257
          19         1.6     1.52982    0.317635
          20     5.37778     1.72222    0.355276
          21     2.17778     1.74392     0.33902
          22     2.84444     1.79394     0.32728
          23     2.17778     1.81063    0.313475
          24     1.11111     1.78148    0.301766
          25     1.11111     1.75467    0.290884
          26         3.6     1.82564    0.288225
          27     2.17778     1.83868    0.277845
          28    0.177778     1.77937    0.274181
          29     2.17778      1.7931     0.26507
          30     2.84444     1.82815    0.258541
          31     1.11111     1.80502    0.251233
          32     2.17778     1.81667    0.243652
          33    0.711111     1.78316    0.238561
          34    0.711111     1.75163    0.233619
          35   0.0444444     1.70286     0.23198
          36   0.0444444     1.65679    0.230065
          37   0.0444444     1.61321    0.227936
          38         0.4     1.58129    0.224163
          39         0.4       1.551    0.220452
          40         0.4     1.52222     0.21681
          41   0.0444444     1.48618    0.214497
          42     2.17778     1.50265    0.210022
          43    0.711111     1.48424    0.205942
          44   0.0444444     1.45152    0.203845
          45   0.0444444     1.42025    0.201699
          46   0.0444444     1.39034    0.199519
          47   0.0444444      1.3617    0.197319
          48    0.177778     1.33704    0.194743
          49    0.177778     1.31338    0.192201
          50   0.0444444       1.288    0.190025
          51           0     1.26275     0.18797
          52   0.0444444     1.23932    0.185809
          53   0.0444444     1.21677    0.183666
          54    0.177778     1.19753     0.18127
          55    0.711111     1.18869    0.178189
          56    0.711111     1.18016    0.175211
          57     2.17778     1.19766     0.17301
          58     1.11111     1.19617    0.170033
          59         1.6     1.20301    0.167289
          60         1.6     1.20963    0.164631
          61   0.0444444     1.19053    0.163037
          62     1.11111     1.18925    0.160412
          63    0.711111     1.18166    0.158046
          64     2.84444     1.20764    0.157697
          65     1.11111     1.20615    0.155278
          66           0     1.18788    0.153997
          67   0.0444444     1.17081    0.152641
          68    0.177778     1.15621    0.151094
          69    0.177778     1.14203    0.149568
          70   0.0444444     1.12635    0.148251
          71           0     1.11049    0.147009
          72         1.6     1.11728    0.145124
          73         0.4     1.10746    0.143468
          74         1.6     1.11411    0.141684
          75   0.0444444     1.09985    0.140511
          76    0.711111     1.09474    0.138755
          77    0.711111     1.08975    0.137043
          78     2.17778      1.1037    0.135994
          79     4.44444     1.14599    0.140693
          80   0.0444444     1.13222    0.139607
          81     2.84444     1.15336    0.139475
          82     1.11111     1.15285    0.137775
          83    0.711111     1.14752    0.136217
          84    0.711111     1.14233    0.134695
          85         0.4     1.13359    0.133393
          86         1.6     1.13902    0.131952
          87    0.177778     1.12797    0.130897
          88     1.11111     1.12778     0.12941
          89     1.11111     1.12759    0.127956
          90    0.711111     1.12296    0.126618
          91    0.177778     1.11258    0.125652
          92   0.0444444     1.10097    0.124821
          93    0.177778     1.09104    0.123873
          94     1.11111     1.09125    0.122556
          95         0.4     1.08398    0.121481
          96   0.0444444     1.07315    0.120698
          97         0.4     1.06621    0.119653
          98   0.0444444     1.05578    0.118885
          99         0.4     1.04916    0.117869
         100           0     1.03867    0.117156
         101    0.177778     1.03014    0.116306
         102   0.0444444     1.02048    0.115566
         103     1.11111     1.02136    0.114447
         104    0.711111     1.01838    0.113386
         105   0.0444444      1.0091    0.112685
         106    0.711111     1.00629    0.111657
         107     2.17778     1.01724    0.111149
         108    0.711111      1.0144    0.110156
         109         3.6     1.03812     0.11167
         110     7.51111     1.09697    0.125203
         111     2.84444     1.11271    0.125061
         112     8.71111     1.18056    0.141151
         113     8.71111      1.2472    0.154837
         114          10     1.32398    0.171462
         115        14.4     1.43768    0.204221
         116     8.71111     1.50038    0.211868
         117     7.51111     1.55176    0.216196
         118     7.51111     1.60226    0.220183
         119         1.6     1.60224    0.218333
         120         1.6     1.60222    0.216514
         121     2.17778     1.60698    0.214776
         122         1.6     1.60692    0.213016
         123   0.0444444     1.59422    0.211663
         124     2.84444      1.6043    0.210196
         125         0.4     1.59467    0.208735
         126    0.177778     1.58342    0.207381
         127    0.711111     1.57655    0.205862
         128   0.0444444     1.56458    0.204601
         129    0.177778     1.55383    0.203297
         130         3.6     1.56957    0.202342
         131         3.6     1.58507     0.20139
         132         0.4     1.57609    0.200064
         133    0.177778     1.56558    0.198836
         134     1.11111     1.56219    0.197381
         135    0.711111     1.55588     0.19602
         136         1.6     1.55621    0.194579
         137     2.17778     1.56075    0.193211
         138         1.6     1.56103    0.191811
         139     2.84444     1.57026    0.190654
         140         0.4      1.5619    0.189475
         141    0.711111     1.55587    0.188227
         142    0.177778     1.54617    0.187152
         143         0.4     1.53815    0.186014
         144           0     1.52747    0.185029
         145    0.177778     1.51816    0.183987
         146         0.4      1.5105    0.182886
         147           0     1.50023    0.181931
         148           0     1.49009    0.180983
         149     1.11111     1.48755    0.179787
         150    0.177778     1.47881      0.1788
         151     1.11111     1.47638    0.177632
         152   0.0444444     1.46696    0.176713
         153    0.177778     1.45853    0.175759
         154         0.4     1.45166    0.174752
         155           0     1.44229    0.173876
         156   0.0444444     1.43333    0.172992
         157           0      1.4242    0.172131
         158     2.84444     1.43319    0.171276
         159         3.6     1.44682     0.17074
         160     1.11111     1.44472    0.169686
         161     1.11111     1.44265    0.168644
         162         3.6     1.45597    0.168128
         163     1.11111     1.45385     0.16711
         164    0.177778     1.44607    0.166272
         165   0.0444444     1.43758    0.165481
         166           0     1.42892    0.164711
         167           0     1.42036    0.163947
         168    0.711111     1.41614    0.163025
         169   0.0444444     1.40802    0.162262
         170         0.4     1.40209    0.161416
         171    0.177778     1.39493    0.160631
         172   0.0444444     1.38708    0.159889
         173         0.4     1.38137    0.159066
         174         0.4     1.37573    0.158252
         175     1.11111     1.37422    0.157355
         176     1.11111     1.37273    0.156468
         177         1.6     1.37401    0.155589
         178     2.84444     1.38227    0.154935
         179   0.0444444      1.3748    0.154249
         180         1.6     1.37605    0.153397
         181         0.4     1.37066    0.152645
         182     2.84444     1.37875     0.15202
         183     2.17778     1.38312    0.151252
         184     7.51111     1.41643    0.154053
         185     5.37778     1.43784    0.154702
         186     2.84444      1.4454    0.154055
         187         0.4     1.43981    0.153332
         188   0.0444444     1.43239    0.152696
         189    0.177778     1.42575    0.152033
         190   0.0444444     1.41848    0.151406
         191   0.0444444     1.41129    0.150784
         192   0.0444444     1.40417    0.150167
         193   0.0444444     1.39712    0.149554
         194     1.11111     1.39565     0.14879
         195     1.11111     1.39419    0.148034
         196    0.711111      1.3907     0.14732
         197    0.177778     1.38455    0.146701
         198   0.0444444     1.37778    0.146116
         199   0.0444444     1.37108    0.145535
         200           0     1.36422    0.144969
         201         0.4     1.35943    0.144327
         202         0.4     1.35468    0.143691
         203         0.4     1.34997     0.14306
         204         1.6      1.3512    0.142364
         205    0.177778     1.34547    0.141784
         206         0.4     1.34088     0.14117
         207    0.177778     1.33527      0.1406
         208   0.0444444     1.32906    0.140061
         209         1.6     1.33036    0.139397
         210     2.17778     1.33439    0.138792
         211     8.71111     1.36935    0.142469
         212     4.44444     1.38386    0.142533
         213         0.4     1.37924    0.141939
         214   0.0444444       1.373    0.141413
         215         1.6     1.37406    0.140759
         216     1.11111     1.37284    0.140113
         217     1.11111     1.37163    0.139472
         218   0.0444444     1.36555    0.138965
         219   0.0444444     1.35951    0.138461
         220           0     1.35333     0.13797
         221     1.11111     1.35224     0.13735
         222           0     1.34615    0.136866
         223   0.0444444     1.34031    0.136377
         224    0.711111      1.3375    0.135797
         225   0.0444444     1.33175    0.135315
         226         0.4     1.32763    0.134779
         227   0.0444444     1.32198    0.134304
         228   0.0444444     1.31637    0.133832
         229     1.11111     1.31548     0.13325
         230     1.11111     1.31459    0.132674
         231         0.4     1.31063    0.132159
         232   0.0444444     1.30517    0.131702
         233     2.84444     1.31178    0.131302
         234         3.6     1.32156    0.131104
         235    0.711111     1.31896    0.130572
         236   0.0444444     1.31356    0.130131
         237     1.11111     1.31271    0.129584
         238         0.4     1.30887    0.129097
         239     1.11111     1.30804    0.128559
         240           0     1.30259    0.128139
         241   0.0444444     1.29737    0.127714
         242         1.6     1.29862    0.127192
         243   0.0444444     1.29346    0.126773
         244   0.0444444     1.28834    0.126357
         245    0.711111     1.28599    0.125863
         246         1.6     1.28726    0.125358
         247         3.6     1.29663      0.1252
         248    0.177778     1.29211    0.124776
         249   0.0444444      1.2871    0.124376
         250           0     1.28196    0.123985
         251   0.0444444     1.27703    0.123589
         252    0.177778     1.27266    0.123175
         253         1.6     1.27396    0.122695
         254     1.11111     1.27332    0.122214
         255    0.177778     1.26902     0.12181
         256    0.177778     1.26476    0.121409
         257         0.4     1.26139    0.120983
         258           0      1.2565    0.120613
         259           0     1.25165    0.120244
         260         0.4     1.24838    0.119827
         261     2.84444     1.25449    0.119523
         262     1.11111     1.25394    0.119069
         263     2.17778     1.25746    0.118668
         264    0.177778     1.25337    0.118289
         265    0.177778     1.24931    0.117912
         266   0.0444444     1.24478    0.117555
         267         0.4     1.24161    0.117158
         268    0.177778     1.23765    0.116788
         269         0.4     1.23453    0.116395
         270           0     1.22996    0.116054
         271    0.177778     1.22608    0.115691
         272    0.711111     1.22418    0.115281
         273   0.0444444     1.21986    0.114939
         274    0.177778     1.21606    0.114583
         275         0.4     1.21309    0.114205
         276     1.11111     1.21272    0.113791
         277     1.11111     1.21235    0.113381
         278     2.84444     1.21823    0.113125
         279         6.4      1.2368    0.114234
         280     2.84444     1.24254     0.11397
         281     1.11111     1.24207    0.113566
         282   0.0444444     1.23783    0.113242
         283           0     1.23345    0.112927
         284           0     1.22911    0.112613
         285   0.0444444     1.22495    0.112294
         286         0.4     1.22207    0.111939
         287         0.4      1.2192    0.111585
         288   0.0444444     1.21512    0.111272
         289   0.0444444     1.21107    0.110961
         290         3.6     1.21931    0.110884
         291     1.11111     1.21894    0.110503
         292     2.17778     1.22222    0.110174
         293    0.711111     1.22048    0.109811
         294    0.177778     1.21693    0.109495
         295    0.711111     1.21522    0.109137
         296    0.711111     1.21351    0.108782
         297     2.17778     1.21676    0.108464
         298    0.177778     1.21327    0.108156
         299     1.11111     1.21293    0.107795
         300         0.4     1.21022     0.10747
         301    0.711111     1.20856    0.107125
         302    0.711111     1.20692    0.106783
         303         1.6     1.20821    0.106439
         304         3.6     1.21608    0.106379
         305     4.44444     1.22667    0.106556
         306     4.44444     1.23718    0.106725
         307     2.84444     1.24242    0.106506
         308    0.711111     1.24069    0.106174
         309     1.11111     1.24027    0.105831
         310   0.0444444     1.23642     0.10556
         311           0     1.23244    0.105295
         312         3.6     1.24003    0.105231
         313         6.4     1.25651    0.106178
         314     5.37778     1.26964    0.106648
         315     5.37778     1.28268    0.107104
         316          10     1.31027    0.110261
         317     7.51111     1.32983    0.111634
         318         3.6     1.33697    0.111511
         319     7.51111     1.35632    0.112829
         320          10     1.38333    0.115665
         321     11.3778     1.41447    0.119421
         322     8.71111     1.43713    0.121181
         323     4.44444     1.44644    0.121163
         324     2.17778      1.4487     0.12081
         325    0.177778     1.44479    0.120502
         326           0     1.44035    0.120214
         327   0.0444444     1.43609    0.119922
         328         0.4     1.43293    0.119598
         329         0.4     1.42979    0.119276
         330    0.711111     1.42761    0.118934
         331         0.4      1.4245    0.118615
         332           0     1.42021    0.118336
         333           0     1.41595    0.118057
         334    0.711111     1.41384    0.117722
         335         1.6     1.41439    0.117372
         336    0.177778     1.41071    0.117081
         337    0.711111     1.40864    0.116752
         338     2.17778     1.41091    0.116428
         339         0.4     1.40793    0.116123
         340   0.0444444     1.40392    0.115851
         341     2.84444     1.40815    0.115588
         342     2.84444     1.41235    0.115326
         343         3.6     1.41872    0.115166
         344     7.51111     1.43643    0.116185
         345     4.44444     1.44515    0.116175
         346     2.17778     1.44727    0.115859
         347     1.11111      1.4463    0.115529
         348    0.711111     1.44419    0.115216
         349         0.4      1.4412    0.114925
         350         1.6     1.44165    0.114598
         351    0.711111     1.43957     0.11429
         352    0.711111      1.4375    0.113984
         353     1.11111     1.43658    0.113665
         354         0.4     1.43365    0.113381
         355           0     1.42961    0.113134
         356    0.711111     1.42759    0.112834
         357         3.6     1.43368    0.112682
         358     11.3778     1.46145     0.11574
         359     7.51111      1.4783    0.116638
         360          10     1.50198    0.118692
         361         3.6     1.50779    0.118505
         362     4.44444      1.5159    0.118455
         363     2.84444     1.51956    0.118186
         364         6.4     1.53297    0.118619
         365          10     1.55616    0.120541
         366     11.3778       1.583    0.123162
         367     4.44444      1.5908    0.123073
         368     1.11111     1.58949    0.122746
         369         0.4     1.58627    0.122455
         370    0.711111      1.5839    0.122147
         371     1.11111     1.58263    0.121825
         372         0.4     1.57945    0.121539
         373     2.17778     1.58105    0.121223
         374         1.6     1.58111    0.120899
         375   0.0444444     1.57701    0.120646
         376   0.0444444     1.57293    0.120394
         377     2.84444      1.5763    0.120122
         378         3.6     1.58166    0.119924
         379         3.6     1.58698    0.119725
         380     7.51111     1.60257    0.120421
         381    0.177778     1.59883    0.120163
         382     2.17778     1.60035    0.119858
         383     2.17778     1.60186    0.119555
         384     2.84444     1.60509    0.119287
         385         1.6     1.60508    0.118977
         386         0.4     1.60196     0.11871
         387   0.0444444     1.59793    0.118471
         388         0.4     1.59485    0.118206
         389   0.0444444     1.59086     0.11797
         390         0.4     1.58781    0.117707
         391         0.4     1.58477    0.117445
         392    0.711111     1.58254    0.117166
         393   0.0444444     1.57863    0.116934
         394   0.0444444     1.57473    0.116702
         395         1.6      1.5748    0.116406
         396           0     1.57082     0.11618
         397    0.711111     1.56865    0.115908
         398         1.6     1.56873    0.115616
         399         0.4      1.5658    0.115364
         400   0.0444444       1.562    0.115138
         401    0.177778     1.55855    0.114903
         402           0     1.55467    0.114682
         403     1.11111     1.55357    0.114403
         404     2.84444     1.55677    0.114164
         405         0.4     1.55391    0.113918
         406    0.177778     1.55052    0.113688
         407           0     1.54671    0.113472
         408         1.6     1.54684    0.113194
         409     5.37778     1.55621    0.113305
         410         3.6     1.56119    0.113138
         411     2.84444     1.56431    0.112906
         412         1.6      1.5644    0.112632
         413     2.17778     1.56589    0.112369
         414         0.4     1.56307    0.112133
         415     2.17778     1.56455    0.111872
         416    0.711111      1.5625    0.111622
         417     2.84444     1.56557    0.111397
         418     4.44444     1.57246    0.111343
         419     5.37778     1.58154    0.111447
         420         6.4     1.59302     0.11177
         421         6.4     1.60443    0.112087
         422    0.177778     1.60105    0.111872
         423    0.177778     1.59769    0.111658
         424     4.44444      1.6044    0.111596
         425     2.84444     1.60732    0.111372
         426     2.17778     1.60866    0.111119
         427     2.84444     1.61155    0.110896
         428         0.4     1.60872    0.110673
         429         0.4     1.60591    0.110451
         430    0.711111     1.60382    0.110214
         431         1.6     1.60382    0.109958
         432         0.4     1.60103    0.109739
         433           0     1.59733    0.109548
         434    0.711111     1.59529    0.109314
         435           0     1.59162    0.109124
         436         1.6     1.59164    0.108874
         437         1.6     1.59166    0.108625
         438    0.711111     1.58965    0.108396
         439    0.177778     1.58643    0.108196
         440           0     1.58283    0.108011
         441   0.0444444     1.57934    0.107822
         442           0     1.57577    0.107637
         443         1.6     1.57582    0.107394
         444     2.84444     1.57868     0.10719
         445    0.711111     1.57673    0.106967
         446     1.11111     1.57569    0.106732
         447   0.0444444     1.57226    0.106549
         448         0.4     1.56964    0.106343
         449    0.177778     1.56654    0.106151
         450    0.177778     1.56346     0.10596
         451   0.0444444     1.56009    0.105779
         452   0.0444444     1.55674    0.105598
         453         0.4     1.55418    0.105396
         454         0.4     1.55164    0.105194
         455     1.11111     1.55067    0.104967
         456         0.4     1.54815    0.104768
         457    0.177778     1.54515    0.104581
         458           0     1.54178    0.104407
         459   0.0444444     1.53851    0.104231
         460   0.0444444     1.53527    0.104055
         461         1.6     1.53541    0.103829
         462           0     1.53208    0.103658
         463    0.711111     1.53031    0.103449
         464    0.711111     1.52854    0.103241
         465     5.37778     1.53682     0.10335
         466     11.3778     1.55794    0.105264
         467     5.37778     1.56612    0.105356
         468     7.51111     1.57882    0.105894
         469    0.711111     1.57697    0.105684
         470   0.0444444     1.57371     0.10551
         471         0.4     1.57122    0.105315
         472   0.0444444     1.56798    0.105142
         473   0.0444444     1.56476    0.104969
         474   0.0444444     1.56156    0.104796
         475   0.0444444     1.55836    0.104624
         476         1.6     1.55845    0.104404
         477           0     1.55518    0.104237
         478   0.0444444     1.55202    0.104066
         479           0     1.54878      0.1039
         480     1.11111     1.54787    0.103687
         481     1.11111     1.54696    0.103476
         482    0.177778     1.54412      0.1033
         483   0.0444444     1.54102    0.103133
         484   0.0444444     1.53792    0.102966
         485   0.0444444     1.53485      0.1028
         486    0.177778     1.53205    0.102626
         487           0     1.52891    0.102464
         488   0.0444444     1.52587    0.102299
         489           0     1.52274    0.102137
         490     1.11111      1.5219    0.101932
         491    0.711111     1.52025    0.101738
         492    0.177778     1.51752    0.101568
         493   0.0444444     1.51454    0.101406
         494   0.0444444     1.51156    0.101244
         495         1.6     1.51174     0.10104
         496   0.0444444     1.50878    0.100879
         497     2.17778     1.51013    0.100685
         498    0.711111     1.50852    0.100496
         499     2.84444      1.5112     0.10033
         500     7.51111      1.5232    0.100844
         501         3.6     1.52735    0.100728
         502     2.17778     1.52864    0.100536
         503         3.6     1.53276     0.10042
         504         6.4     1.54242    0.100684
         505     4.44444     1.54816    0.100649
         506     2.84444     1.55072    0.100483
         507     5.37778     1.55827    0.100568
         508     5.37778     1.56579     0.10065
         509     1.11111      1.5649    0.100457
         510    0.177778     1.56218    0.100296
