#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.584623   -0.584623           0
           2   -0.583688   -0.584156 0.000330838
           3   -0.583825   -0.584045 0.000238241
           4   -0.584284   -0.584105 0.000186012
           5   -0.585047   -0.584293 0.000224805
           6   -0.584343   -0.584302 0.000187491
           7    -0.58373    -0.58422 0.000177579
           8   -0.584585   -0.584266 0.000161145
           9   -0.584485    -0.58429 0.000145067
          10   -0.585129   -0.584374 0.000152929
          11   -0.585293   -0.584458  0.00016022
          12   -0.584279   -0.584443  0.00014756
          13   -0.584695   -0.584462 0.000137479
          14   -0.583597     -0.5844  0.00014087
          15   -0.582777   -0.584292 0.000167974
          16   -0.584455   -0.584302 0.000157786
          17   -0.584101    -0.58429 0.000148946
          18   -0.583772   -0.584262 0.000143432
          19   -0.584977   -0.584299 0.000140734
          20   -0.585196   -0.584344 0.000140656
