#   N_BLOCK:  ACCEPTANCE:
           1    0.225356
           2    0.225609
           3    0.226065
           4    0.226128
           5    0.226088
           6    0.226088
           7    0.225933
           8    0.225888
           9    0.226043
          10    0.225912
          11    0.225806
          12    0.225861
          13    0.225917
          14    0.225905
          15    0.225979
          16    0.225952
          17    0.225902
          18    0.225976
          19    0.225949
          20     0.22579
