#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     8.45249     8.45249           0
           2     7.81661     8.13455    0.224818
           3     7.69328     7.98746    0.192059
           4     7.94983     7.97805    0.144275
           5     8.46311     8.07506    0.144398
           6     8.48138     8.14278    0.135282
           7     8.26234     8.15986    0.117029
           8     8.07333     8.14905    0.102899
           9     8.12569     8.14645   0.0914987
          10     8.33621     8.16543   0.0842936
          11     7.90424     8.14168   0.0799046
          12      8.1927     8.14593   0.0733589
          13     7.91483     8.12816   0.0698366
          14     8.40086     8.14763   0.0675102
          15     7.86219      8.1286   0.0656368
          16     8.03768     8.12292     0.06178
          17     7.82313     8.10529   0.0606106
          18     7.91113      8.0945   0.0581952
          19     8.32598     8.10668   0.0563931
          20     8.29781     8.11624   0.0543771
