#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     32.1263     32.1263           0
           2      32.026     32.0762   0.0354547
           3     31.3544     31.8356    0.197858
           4     32.0345     31.8853    0.154519
           5     30.8026     31.6688    0.229768
           6     31.3285     31.6121    0.198348
           7     31.1335     31.5437    0.181411
           8     32.6589     31.6831    0.205426
           9      31.952      31.713     0.18476
          10     31.7756     31.7192     0.16639
          11     32.7429     31.8123    0.175368
          12     31.8036     31.8116    0.160756
          13     32.7574     31.8843    0.164029
          14     33.5004     31.9998    0.188607
          15     31.6438      31.976     0.17752
          16     32.4159     32.0035     0.16854
          17     33.1428     32.0705    0.171433
          18     33.5366      32.152    0.180221
          19     32.5942     32.1753    0.172232
          20     32.7925     32.2061    0.166362
