#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.913391   -0.913391           0
           2   -0.913473   -0.913432 2.88726e-05
           3     -0.9107   -0.912522 0.000743786
           4    -0.91307   -0.912659 0.000570354
           5   -0.910808   -0.912289 0.000563703
           6   -0.911248   -0.912115 0.000495698
           7   -0.909904   -0.911799 0.000515801
           8   -0.915388   -0.912248 0.000616234
           9   -0.912297   -0.912253 0.000547788
          10   -0.912859   -0.912314 0.000496348
          11   -0.913662   -0.912437 0.000466116
          12   -0.912061   -0.912405  0.00042832
          13    -0.91435   -0.912555 0.000420686
          14   -0.915918   -0.912795 0.000454079
          15   -0.911032   -0.912678 0.000438765
          16   -0.914397   -0.912785 0.000424298
          17   -0.914672   -0.912896 0.000413608
          18   -0.915008   -0.913013 0.000406933
          19   -0.913106   -0.913018 0.000385545
          20   -0.914317   -0.913083 0.000371695
