#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.198062    0.198062           0
           2    0.196056    0.197059 0.000709087
           3    0.206189    0.200102  0.00252954
           4    0.202803    0.200778  0.00198524
           5    0.193894    0.199401  0.00200962
           6    0.205402    0.200401  0.00190745
           7     0.19879    0.200171  0.00164877
           8    0.204554    0.200719    0.001531
           9    0.189501    0.199472  0.00179806
          10    0.197145     0.19924  0.00163325
          11    0.214266    0.200606  0.00197511
          12    0.203618    0.200857   0.0018264
          13      0.2039    0.201091  0.00170085
          14    0.207443    0.201545  0.00163876
          15    0.189208    0.200722  0.00172356
          16    0.202359    0.200824  0.00161887
          17    0.191023    0.200248  0.00162306
          18    0.198016    0.200124  0.00153763
          19    0.189271    0.199553  0.00155919
          20    0.220737    0.200612  0.00180551
