#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.470377    0.470377           0
           2    0.466655    0.468516  0.00131584
           3    0.473052    0.470028  0.00151456
           4    0.474837     0.47123  0.00154087
           5    0.463878     0.46976  0.00180258
           6    0.479903     0.47145  0.00215358
           7    0.471814    0.471502  0.00184656
           8    0.471212    0.471466  0.00161609
           9    0.469515    0.471249    0.001451
          10    0.459147    0.470039  0.00173881
          11    0.468172    0.469869  0.00158899
          12    0.470585    0.469929   0.0014577
          13    0.474181    0.470256  0.00138178
          14    0.472422    0.470411  0.00129171
          15    0.468841    0.470306  0.00120983
          16    0.467421    0.470126  0.00114757
          17    0.475823    0.470461  0.00112794
          18    0.470708    0.470475  0.00106536
          19    0.465831     0.47023  0.00103695
          20    0.472187    0.470328 0.000989703
