#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.50892     1.50892           0
           2     1.52533     1.51712  0.00580393
           3     1.50573     1.51332  0.00495943
           4     1.52472     1.51617  0.00446307
           5     1.52951     1.51884  0.00429443
           6     1.54829     1.52375  0.00573475
           7     1.52767     1.52431  0.00494275
           8     1.54607     1.52703  0.00501803
           9     1.52678       1.527  0.00446055
          10     1.55744     1.53004  0.00494506
          11     1.53992     1.53094  0.00457635
          12     1.50148     1.52849  0.00480858
          13     1.55969     1.53089   0.0050018
          14     1.52786     1.53067  0.00464921
          15     1.52922     1.53057  0.00434027
          16     1.54697      1.5316  0.00418821
          17     1.54597     1.53244  0.00402621
          18     1.51234     1.53133  0.00395441
          19      1.5327      1.5314  0.00374694
          20     1.54224     1.53194  0.00359857
