#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.273326    0.273326           0
           2    0.269574     0.27145  0.00132666
           3    0.269535    0.270812   0.0010266
           4    0.271906    0.271085 0.000805592
           5    0.269942    0.270857  0.00067615
           6    0.268349    0.270439 0.000680462
           7    0.269661    0.270328 0.000592266
           8    0.268557    0.270106 0.000558053
           9    0.271048    0.270211 0.000505764
          10    0.271311    0.270321 0.000467003
          11    0.271947    0.270469 0.000447338
          12    0.269451    0.270384 0.000418027
          13    0.269384    0.270307 0.000392882
          14    0.269732    0.270266 0.000366959
          15    0.271977     0.27038 0.000359779
          16    0.271312    0.270438 0.000341978
          17    0.268954    0.270351 0.000332827
          18    0.270591    0.270364 0.000314604
          19    0.271364    0.270417 0.000302415
          20    0.269162    0.270354 0.000293734
