#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.01552     0.01552           0
           2    -0.15188    -0.06818   0.0591848
           3    -0.06784  -0.0680667   0.0394567
           4      -0.325     -0.1323   0.0630092
           5    -0.09728   -0.125296   0.0507951
           6     0.14518  -0.0802167   0.0590358
           7    -0.35472   -0.119431   0.0622791
           8    -0.10266   -0.117335   0.0545295
           9      0.2535  -0.0761311    0.062117
          10      0.0845   -0.060068    0.057945
          11    -0.04196  -0.0584218   0.0527007
          12    -0.24574  -0.0740317   0.0505679
          13     0.03874  -0.0653569   0.0474163
          14      0.1033    -0.05331   0.0455341
          15    -0.02676    -0.05154   0.0425329
          16      0.0112  -0.0476187   0.0400549
          17     0.14998  -0.0359953   0.0393491
          18     0.17684  -0.0241711   0.0388991
          19     -0.1591  -0.0312726   0.0374944
          20     0.05826   -0.026796   0.0358859
