#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.442082    0.442082           0
           2    0.424737     0.43341  0.00613225
           3    0.416152    0.427657  0.00622701
           4    0.427497    0.427617  0.00467039
           5    0.435761    0.429246  0.00401028
           6    0.419086    0.427552  0.00368208
           7    0.426243    0.427365  0.00316081
           8    0.422096    0.426707  0.00283352
           9    0.427516    0.426797  0.00252011
          10    0.431361    0.427253  0.00230907
          11    0.435651    0.428016  0.00222178
          12    0.429815    0.428166  0.00204168
          13    0.452181    0.430014  0.00258876
          14    0.430595    0.430055  0.00240418
          15    0.419345    0.429341  0.00234753
          16    0.432345    0.429529   0.0022083
          17    0.445181     0.43045  0.00226222
          18    0.427582     0.43029  0.00214214
          19    0.432055    0.430383  0.00203141
          20    0.423873    0.430058  0.00195574
