#   N_BLOCK:  ACCEPTANCE:
           1    0.364055
           2    0.364316
           3    0.364721
           4     0.36501
           5    0.364779
           6    0.364781
           7    0.364787
           8    0.364758
           9    0.364894
          10    0.364815
          11     0.36491
          12    0.364887
          13    0.364873
          14     0.36482
          15     0.36495
          16    0.364851
          17    0.364866
          18    0.364913
          19    0.364882
          20    0.364807
