#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.340182    0.340182           0
           2    0.339199     0.33969 0.000347759
           3    0.334323    0.337901  0.00147904
           4    0.339974     0.33842  0.00119662
           5    0.331662    0.337068  0.00154203
           6    0.336621    0.336994  0.00128682
           7    0.333592    0.336508  0.00119122
           8    0.338196    0.336719  0.00106085
           9    0.331025    0.336086   0.0011158
          10    0.334349    0.335912  0.00101764
          11    0.332269    0.335581 0.000977537
          12    0.335635    0.335586 0.000896086
          13    0.327292    0.334948  0.00102952
          14    0.336088    0.335029 0.000959203
          15     0.34153    0.335462 0.000988323
          16    0.335624    0.335473 0.000926604
          17    0.340981    0.335797 0.000927026
          18    0.339917    0.336025 0.000903345
          19    0.337064     0.33608 0.000857454
          20    0.340985    0.336325 0.000848925
