#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.258472    0.258472           0
           2    0.265232    0.261852  0.00239001
           3    0.265559    0.263087  0.00188601
           4     0.26884    0.264526  0.00188463
           5    0.261558    0.263932  0.00159844
           6    0.261325    0.263497  0.00138984
           7    0.262317    0.263329  0.00120149
           8    0.261637    0.263117  0.00106974
           9    0.260111    0.262783  0.00100169
          10    0.259672    0.262472 0.000948606
          11    0.261351     0.26237 0.000867827
          12    0.259136    0.262101 0.000836306
          13    0.261635    0.262065 0.000772741
          14     0.26017     0.26193 0.000729305
          15    0.258901    0.261728 0.000708088
          16     0.26466    0.261911 0.000687136
          17    0.261443    0.261883 0.000647267
          18    0.264432    0.262025 0.000626607
          19    0.259689    0.261902 0.000605565
          20     0.26158    0.261886   0.0005755
