#   N_BLOCK:  ACCEPTANCE:
           1    0.434522
           2    0.434404
           3    0.434457
           4    0.434577
           5    0.434524
           6    0.434531
           7    0.434478
           8    0.434542
           9    0.434532
          10    0.434689
          11    0.434657
          12    0.434808
          13    0.434684
          14     0.43463
          15    0.434629
          16    0.434503
          17    0.434431
          18    0.434405
          19    0.434357
          20    0.434302
